.900000   0.991569
.900020   0.991228
.900040   0.991336
.900060   0.989092
.900080   0.986250
.900100   0.982855
.900120   0.969331
.900140   0.959471
.900160   0.964661
.900180   0.959626
.900200   0.933271
.900220   0.854379
.900240   0.652512
.900260   0.352361
.900280   0.228313
.900300   0.348814
.900320   0.473677
.900340   0.695282
.900360   0.876256
.900380   0.941686
.900400   0.965965
.900420   0.975768
.900440   0.979731
.900460   0.980821
.900480   0.980394
.900500   0.978246
.900520   0.972595
.900540   0.958192
.900560   0.909073
.900580   0.737342
.900600   0.436571
.900620   0.280005
.900640   0.362591
.900660   0.645879
.900680   0.874110
.900700   0.951080
.900720   0.972150
.900740   0.979791
.900760   0.983667
.900780   0.983784
.900800   0.970437
.900820   0.954939
.900840   0.968401
.900860   0.981223
.900880   0.972864
.900900   0.916173
.900920   0.788588
.900940   0.686630
.900960   0.638480
.900980   0.603205
.901000   0.516682
.901020   0.595962
.901040   0.760277
.901060   0.907645
.901080   0.967874
.901100   0.973761
.901120   0.932649
.901140   0.820657
.901160   0.806761
.901180   0.921328
.901200   0.977849
.901220   0.987925
.901240   0.987430
.901260   0.981285
.901280   0.979783
.901300   0.984001
.901320   0.981233
.901340   0.971355
.901360   0.955910
.901380   0.902143
.901400   0.710529
.901420   0.385876
.901440   0.326014
.901460   0.627415
.901480   0.868315
.901500   0.948677
.901520   0.970514
.901540   0.975963
.901560   0.973617
.901580   0.954160
.901600   0.936408
.901620   0.960004
.901640   0.977524
.901660   0.979797
.901680   0.984817
.901700   0.987281
.901720   0.986322
.901740   0.983883
.901760   0.980047
.901780   0.973906
.901800   0.963119
.901820   0.942939
.901840   0.896293
.901860   0.790860
.901880   0.572791
.901900   0.252889
.901920   0.108019
.901940   0.281595
.901960   0.604328
0.901980   0.819685
0.902000   0.907255
0.902020   0.924218
0.902040   0.875204
0.902060   0.840343
0.902080   0.906188
0.902100   0.963544
0.902120   0.981506
0.902140   0.986334
0.902160   0.988434
0.902180   0.989550
0.902200   0.990003
0.902220   0.989100
0.902240   0.981878
0.902260   0.966925
0.902280   0.969050
0.902300   0.983125
0.902320   0.986512
0.902340   0.981417
0.902360   0.977017
0.902380   0.978287
0.902400   0.973881
0.902420   0.956621
0.902440   0.929085
0.902460   0.869915
0.902480   0.680403
0.902500   0.379130
0.902520   0.353481
0.902540   0.645695
0.902560   0.861477
0.902580   0.937021
0.902600   0.961899
0.902620   0.972139
0.902640   0.976624
0.902660   0.976829
0.902680   0.968369
0.902700   0.950126
0.902720   0.942522
0.902740   0.934250
0.902760   0.884710
0.902780   0.817198
0.902800   0.690589
0.902820   0.406711
0.902840   0.244913
0.902860   0.464585
0.902880   0.756420
0.902900   0.895328
0.902920   0.940856
0.902940   0.954783
0.902960   0.966001
0.902980   0.977851
0.903000   0.984645
0.903020   0.987827
0.903040   0.989599
0.903060   0.990076
0.903080   0.987049
0.903100   0.980733
0.903120   0.980188
0.903140   0.973776
0.903160   0.913898
0.903180   0.806948
0.903200   0.836512
0.903220   0.941810
0.903240   0.976662
0.903260   0.969722
0.903280   0.957374
0.903300   0.967244
0.903320   0.971826
0.903340   0.937294
0.903360   0.793495
0.903380   0.564473
0.903400   0.607636
0.903420   0.836606
0.903440   0.941484
0.903460   0.957778
0.903480   0.968768
0.903500   0.986025
0.903520   0.993138
0.903540   0.995060
0.903560   0.995853
0.903580   0.996374
0.903600   0.996580
0.903620   0.995362
0.903640   0.995343
0.903660   0.996646
0.903680   0.995837
0.903700   0.985912
0.903720   0.945426
0.903740   0.912367
0.903760   0.952707
0.903780   0.988349
0.903800   0.996409
0.903820   0.997705
0.903840   0.997802
0.903860   0.998631
0.903880   0.999408
0.903900   0.999774
0.903920   0.999950
0.903940   0.999996
0.903960   1.000000
0.903980    1.00000
0.904000   0.999998
0.904020   0.999917
