     900.0000       1.306146    
     900.0200       1.329763    
     900.0400       1.351969    
     900.0600       1.368919    
     900.0800       1.382940    
     900.1000       1.394083    
     900.1199       1.388622    
     900.1400       1.386135    
     900.1600       1.403381    
     900.1800       1.403810    
     900.2000       1.370906    
     900.2200       1.258461    
     900.2400      0.9624270    
     900.2599      0.4455008    
     900.2800      0.2888750    
     900.3000      0.4725123    
     900.3200       1.567215    
     900.3400       9.865763    
     900.3600       22.36123    
     900.3799       20.59846    
     900.4000       24.43312    
     900.4199       18.00679    
     900.4400       4.969627    
     900.4600       1.473596    
     900.4800       1.243100    
     900.5000       1.236377    
     900.5200       1.229188    
     900.5400       1.210957    
     900.5599       1.148854    
     900.5800      0.9318047    
     900.6000      0.5516972    
     900.6200      0.3538356    
     900.6400      0.4581870    
     900.6600      0.8161440    
     900.6800       1.104515    
     900.7000       1.201745    
     900.7200       1.228340    
     900.7400       1.237966    
     900.7600       1.242835    
     900.7800       1.242954    
     900.8000       1.226062    
     900.8199       1.206454    
     900.8400       1.223433    
     900.8599       1.239603    
     900.8800       1.229014    
     900.9000       1.157370    
     900.9200      0.9961730    
     900.9400      0.8673558    
     900.9600      0.8065137    
     900.9800      0.7619374    
     900.9999      0.6526309    
     901.0200      0.7527534    
     901.0400      0.9602757    
     901.0600       1.146384    
     901.0800       1.222426    
     901.1000       1.229833    
     901.1199       1.177883    
     901.1400       1.036419    
     901.1600       1.018846    
     901.1800       1.163504    
     901.2000       1.234853    
     901.2200       1.247548    
     901.2400       1.246894    
     901.2599       1.239105    
     901.2800       1.237180    
     901.2999       1.242477    
     901.3200       1.238953    
     901.3400       1.226453    
     901.3600       1.206923    
     901.3800       1.139011    
     901.4000      0.8970657    
     901.4200      0.4871695    
     901.4399      0.4115840    
     901.4600      0.7920762    
     901.4800       1.096173    
     901.5000       1.197596    
     901.5200       1.225134    
     901.5400       1.231984    
     901.5599       1.228994    
     901.5800       1.204406    
     901.6000       1.181971    
     901.6200       1.211726    
     901.6400       1.233811    
     901.6600       1.236652    
     901.6800       1.242959    
     901.7000       1.246040    
     901.7200       1.244800    
     901.7399       1.241693    
     901.7600       1.236824    
     901.7800       1.229045    
     901.8000       1.215404    
     901.8200       1.189910    
     901.8400       1.131021    
     901.8600      0.9979528    
     901.8799      0.7227641    
     901.9000      0.3190952    
     901.9200      0.1362951    
     901.9400      0.3552999    
     901.9600      0.7624875    
     901.9800       1.034182    
     901.9999       1.144641    
     902.0200       1.166015    
     902.0400       1.104153    
     902.0600       1.060152    
     902.0800       1.143248    
     902.1000       1.215746    
     902.1200       1.238483    
     902.1400       1.244518    
     902.1600       1.246978    
     902.1799       1.248232    
     902.2000       1.248751    
     902.2200       1.247581    
     902.2400       1.238443    
     902.2600       1.219555    
     902.2800       1.222206    
     902.3000       1.239930    
     902.3199       1.244172    
     902.3400       1.237718    
     902.3600       1.232140    
     902.3800       1.233713    
     902.4000       1.228128    
     902.4200       1.206334    
     902.4399       1.171583    
     902.4600       1.096958    
     902.4799      0.8581012    
     902.5000      0.4783540    
     902.5200      0.4459987    
     902.5400      0.8143325    
     902.5600       1.086560    
     902.5800       1.182282    
     902.6000       1.213324    
     902.6199       1.225729    
     902.6400       1.231249    
     902.6600       1.231473    
     902.6800       1.220779    
     902.7000       1.197754    
     902.7200       1.188140    
     902.7400       1.177685    
     902.7599       1.115211    
     902.7800       1.030085    
     902.8000      0.8704733    
     902.8200      0.5126390    
     902.8400      0.3086935    
     902.8600      0.5855591    
     902.8799      0.9533631    
     902.9000       1.128411    
     902.9199       1.185764    
     902.9400       1.203289    
     902.9600       1.217398    
     902.9800       1.232303    
     903.0000       1.240836    
     903.0200       1.244817    
     903.0400       1.247021    
     903.0599       1.247593    
     903.0800       1.243750    
     903.1000       1.235763    
     903.1200       1.235047    
     903.1400       1.226939    
     903.1600       1.151467    
     903.1800       1.016692    
     903.2000       1.053916    
     903.2200       1.186552    
     903.2400       1.230432    
     903.2600       1.221660    
     903.2800       1.206076    
     903.3000       1.218482    
     903.3199       1.224225    
     903.3400       1.180697    
     903.3599      0.9995323    
     903.3800      0.7110263    
     903.4000      0.7653777    
     903.4200       1.053764    
     903.4400       1.185837    
     903.4600       1.206332    
     903.4800       1.220146    
     903.4999       1.241851    
     903.5200       1.250781    
     903.5400       1.253172    
     903.5600       1.254142    
     903.5800       1.254769    
     903.6000       1.254999    
     903.6200       1.253436    
     903.6400       1.253383    
     903.6600       1.254994    
     903.6800       1.253946    
     903.7000       1.241420    
     903.7200       1.190414    
     903.7400       1.148762    
     903.7599       1.199526    
     903.7800       1.244373    
     903.7999       1.254492    
     903.8200       1.256094    
     903.8400       1.256187    
     903.8600       1.257202    
     903.8800       1.258150    
     903.9000       1.258582    
     903.9200       1.258774    
     903.9399       1.258802    
     903.9600       1.258845    
     903.9800       1.266349    
     904.0000       1.496167    
     904.0200       3.424406    
     904.0400       7.832426    
     904.0599       9.279142    
     904.0800       5.427598    
     904.1000       2.042191    
     904.1200       1.295743    
     904.1400       1.251214    
     904.1600       1.247839    
     904.1800       1.242292    
     904.2000       1.239219    
     904.2200       1.200231    
     904.2399       1.043504    
     904.2600      0.9561630    
     904.2800       1.117609    
     904.3000       1.226210    
     904.3200       1.238288    
     904.3400       1.202489    
     904.3600       1.163555    
     904.3799       1.199462    
     904.4000       1.233219    
     904.4200       1.231915    
     904.4400       1.197080    
     904.4600       1.091877    
     904.4800       1.024121    
     904.4999      0.9798461    
     904.5200      0.7730129    
     904.5400      0.7934147    
     904.5600       1.058275    
     904.5800       1.190210    
     904.6000       1.224236    
     904.6200       1.241361    
     904.6400       1.249147    
     904.6600       1.252086    
     904.6799       1.253600    
     904.7000       1.254462    
     904.7200       1.254927    
     904.7400       1.255542    
     904.7600       1.255911    
     904.7800       1.255787    
     904.8000       1.255868    
     904.8199       1.256354    
     904.8400       1.256467    
     904.8600       1.256107    
     904.8800       1.255561    
     904.9000       1.254831    
     904.9200       1.253137    
     904.9399       1.244531    
     904.9600       1.192645    
     904.9800       1.077456    
     905.0000       1.087377    
     905.0200       1.201314    
     905.0400       1.244507    
     905.0600       1.244037    
     905.0800       1.208838    
     905.1000       1.166923    
     905.1199       1.324549    
     905.1400       3.127498    
     905.1600       8.955462    
     905.1800       10.42046    
     905.2000       6.020558    
     905.2200       8.916972    
     905.2400       10.62369    
     905.2599       4.706554    
     905.2800       1.614794    
     905.3000       1.258708    
     905.3200       1.225677    
     905.3400       1.145641    
     905.3600       1.090969    
     905.3799       1.168967    
     905.4000       1.231433    
     905.4200       1.243203    
     905.4400       1.241573    
     905.4600       1.233645    
     905.4800       1.210632    
     905.5000       1.134710    
     905.5200      0.9041742    
     905.5400      0.6049287    
     905.5599      0.7183764    
     905.5800       1.044522    
     905.6000       1.189970    
     905.6200       1.227690    
     905.6400       1.239905    
     905.6600       1.245331    
     905.6800       1.246298    
     905.7000       1.245280    
     905.7200       1.247693    
     905.7400       1.251527    
     905.7600       1.253205    
     905.7800       1.253656    
     905.8000       1.253409    
     905.8199       1.252620    
     905.8400       1.251960    
     905.8599       1.252390    
     905.8800       1.253473    
     905.9000       1.252627    
     905.9200       1.249202    
     905.9400       1.242846    
     905.9600       1.236735    
     905.9800       1.244157    
     905.9999       1.252162    
     906.0200       1.253144    
     906.0400       1.248284    
     906.0600       1.238514    
     906.0800       1.237862    
     906.1000       1.247223    
     906.1200       1.251320    
     906.1400       1.251148    
     906.1600       1.249692    
     906.1800       1.247129    
     906.2000       1.242333    
     906.2200       1.231829    
     906.2400       1.196753    
     906.2599       1.054965    
     906.2800      0.7569913    
     906.2999      0.6978719    
     906.3199      0.9792582    
     906.3400       1.168345    
     906.3600       1.218006    
     906.3800       1.220873    
     906.4000       1.190542    
     906.4200       1.115307    
     906.4399       1.095525    
     906.4600       1.164289    
     906.4800       1.162788    
     906.5000      0.9878199    
     906.5200      0.8211638    
     906.5400      0.9855047    
     906.5600       1.171894    
     906.5800       1.220088    
     906.6000       1.199827    
     906.6200       1.063797    
     906.6400      0.8289419    
     906.6600      0.8474689    
     906.6800       1.092178    
     906.7000       1.213076    
     906.7200       1.237413    
     906.7399       1.241381    
     906.7599       1.235730    
     906.7800       1.210349    
     906.8000       1.195795    
     906.8200       1.213841    
     906.8400       1.223250    
     906.8600       1.233157    
     906.8799       1.239921    
     906.9000       1.241869    
     906.9200       1.241305    
     906.9400       1.238696    
     906.9600       1.233883    
     906.9800       1.219061    
     907.0000       1.186016    
     907.0200       1.174743    
     907.0400       1.189133    
     907.0600       1.180949    
     907.0800       1.143731    
     907.1000       1.051767    
     907.1200      0.8247740    
     907.1400      0.4411545    
     907.1600      0.2020125    
     907.1799      0.3877634    
     907.2000      0.7585747    
     907.2200       1.014163    
     907.2400       1.128958    
     907.2600       1.174099    
     907.2800       1.194082    
     907.3000       1.202947    
     907.3199       1.204005    
     907.3400       1.199100    
     907.3600       1.184203    
     907.3800       1.138117    
     907.4000      0.9949632    
     907.4200      0.6607186    
     907.4399      0.3524808    
     907.4600      0.5113965    
     907.4800      0.8900331    
     907.4999       1.100027    
     907.5200       1.163553    
     907.5400       1.137777    
     907.5600       1.084619    
     907.5800       1.130554    
     907.6000       1.188744    
     907.6199       1.187439    
     907.6400       1.096618    
     907.6600      0.8183356    
     907.6800      0.6108848    
     907.7000      0.8511047    
     907.7200       1.117873    
     907.7400       1.205339    
     907.7599       1.227256    
     907.7800       1.235408    
     907.8000       1.239499    
     907.8200       1.241673    
     907.8400       1.242387    
     907.8600       1.241627    
     907.8799       1.241938    
     907.9000       1.243913    
     907.9200       1.244729    
     907.9399       1.244810    
     907.9600       1.244678    
     907.9800       1.244182    
     908.0000       1.243281    
     908.0200       1.241914    
     908.0400       1.239873    
     908.0599       1.236485    
     908.0800       1.229293    
     908.1000       1.205211    
     908.1200       1.106902    
     908.1400      0.9081456    
     908.1600      0.8176557    
     908.1800      0.7763188    
     908.2000      0.7260682    
     908.2200      0.5904428    
     908.2400      0.5707023    
     908.2600      0.8834594    
     908.2800       1.066820    
     908.3000       1.059430    
     908.3199       1.063454    
     908.3400      0.9927778    
     908.3600      0.6808195    
     908.3799      0.4461996    
     908.4000      0.6963969    
     908.4200       1.029034    
     908.4400       1.165494    
     908.4600       1.206294    
     908.4800       1.222545    
     908.4999       1.230745    
     908.5200       1.236109    
